id,account_number,type,currency,balance,status,opened_date
8ec22d3a-3b44-4589-9215-14775d3512d4,PMMU23338728553847,savings,GBP,290797.41,active,2022-12-15
a66e7bb5-9f7e-4c88-b1b1-1952895e2f6a,AIDH04612859635511,savings,USD,443861.36,frozen,2021-06-18
3f490e48-bd12-43f7-920b-3f04b9d44518,RVUZ48798960723241,brokerage,GBP,407737.01,active,2021-04-10
31165a54-4599-4e2f-a16a-1732a4c4c38e,BXAT49331019135637,checking,EUR,221114.19,closed,2024-06-08
18a7d1bf-2e10-4549-903e-02300e753fcd,RWKD41108617345301,checking,USD,280184.27,closed,2023-02-08
d7426846-8b14-4e63-9bd1-69aff4a04b8e,YSOK61771779166777,checking,USD,237155.8,frozen,2023-02-16
0484d925-99b5-4c80-bf15-9e8ca8d4af46,MCWT72209804939001,checking,USD,307639.44,active,2023-09-15
83b4576c-a419-411d-a8c1-7d5bd8e36016,KKIU33746436281612,savings,GBP,406193.23,active,2024-06-19
fd95a098-5d0f-476f-9bc5-2c69799af25d,CDPO39882108056087,checking,GBP,18047.17,closed,2025-08-30
92cbf751-c1f7-46b8-a7e0-a2f86e024ffe,UUPR52884253433486,checking,GBP,417493.78,active,2023-08-16
055d669b-029e-4b09-84a0-3cd37b38680c,VLIJ49399544964210,savings,USD,238596.32,active,2022-02-06
a042d02c-9f2e-4b4b-a5c8-b807b31c232d,CLKK82076336179249,savings,USD,431125.33,frozen,2022-02-03
da17a80c-2fb1-49ee-aad7-8aff0e3784f3,URLP63351206474741,checking,USD,62665.2,closed,2024-12-17
d72ea946-a2fb-41a8-88eb-416cfd11bb55,SCAP42603673989373,brokerage,USD,426310.12,frozen,2022-02-25
5a00866b-3bb6-4bb3-b395-96f093d6b9b1,VWFI00725683910655,brokerage,EUR,14711.03,active,2025-02-18
a3c3e68f-5e00-4cd9-95bb-b650f847a558,SQXG30932757607408,savings,GBP,44917.7,active,2023-02-19
5e7e5718-921d-4f8a-bc4e-78f2d57d5319,JUEZ67990423426554,savings,EUR,203969.21,active,2022-08-17
01d32fd9-469d-448c-b323-0754ea0a8a19,SGGC59194944260554,savings,USD,16878.43,closed,2024-06-11
7861534a-f5f4-4bff-a305-dc6cccdb59c5,VIUM05449547564019,savings,USD,138479.48,active,2021-10-27
ca901c17-9a15-429c-ab63-7032428b8c90,OLOG85882320815724,savings,USD,130873.45,active,2021-05-05
bae736d9-2f57-42b9-be1a-bc0f6557db5c,CNXI89907161862816,savings,USD,375739.42,frozen,2025-02-15
d5ab5ed2-514b-4198-b3ae-bbffe5ce6900,URNS28809534734061,checking,EUR,341819.69,frozen,2026-02-18
3fdb0dd6-dc84-4297-8503-fd3e5037e45b,WFAI34805191730572,brokerage,USD,145221.41,active,2024-07-07
184303d3-98fc-4c34-8f47-9f55bc3df7ae,HYNE49734570569184,brokerage,USD,320201.2,active,2021-07-30
7be866ce-9534-4e51-a4b7-e3739dbd2fec,PNRB39159333016865,brokerage,USD,480394.59,active,2023-07-09
c9365168-e1c4-451d-9b6f-06c25507c130,CZEE86908817741414,savings,EUR,80304.68,closed,2022-10-13
1e6c28a2-516b-4a7b-81d6-ebf36f1e2bb5,CZCL78671789917124,checking,USD,379868.33,active,2022-04-30
ae8b2642-a5b2-4c18-aaab-fb336710a794,NSSX70382031466103,savings,EUR,74308.8,active,2025-06-30
3b49da42-0600-4c50-83fa-feefa24a9ae6,ZLRP08933589177527,checking,USD,94861.44,frozen,2026-02-05
5fdcb490-b453-45b4-bfaf-8e275c48efb5,JPTV91912556030949,brokerage,EUR,308121.87,active,2023-02-22
85fbfc37-d3b2-4d1b-8576-8fb8183f7a03,LFNK45659521616394,checking,USD,479381.6,closed,2022-02-11
88a43bec-e218-4450-baf9-1299bf998f59,RDAC52856368456293,savings,EUR,212810.77,closed,2024-06-26
d4a34ea8-6cc5-487d-9cad-29c9667f1556,QNZY78582632704644,savings,EUR,16535.12,active,2021-04-04
3393c715-2b45-4dad-8601-706d61bc73ff,WOGB69002428592719,brokerage,USD,57860.94,active,2022-11-20
c6f3f923-91be-4aae-ad8c-a53989a3438c,VGKN15493465644410,brokerage,USD,391953.58,active,2024-10-22
e2376403-a74b-49a5-a90b-021f8768e003,GDKP42018783818530,brokerage,USD,468155.08,frozen,2023-08-22
193d9c40-c8e3-485d-bb80-56b532f20b2f,WHXO86520072211926,savings,USD,177708.79,closed,2024-06-07
16ecb87b-7404-4a97-9b05-a91705795b25,FACX19227583957538,brokerage,USD,435945.8,frozen,2021-05-23
ef1b74e1-44c2-4b22-87b8-d3c546157904,GCIN97215990248849,brokerage,USD,338196.56,active,2025-11-04
58a6d0a5-7acf-4644-bbe4-0c8511bb832b,ASUF33805560519897,savings,USD,184740.24,frozen,2021-04-04
ff838926-f63c-4c82-9b4d-9156f4b167a6,AUYI61719890018563,savings,USD,497015.31,active,2024-07-10
76e705be-13fc-4d7d-811e-728c89f1d9b6,UDYT27486512536291,savings,USD,392557.63,active,2025-04-01
9759923b-4d89-4d7d-a37a-39abe4fb6615,BSGI40458023783089,checking,EUR,439808.92,active,2023-05-07
7bc13e13-0062-4ef0-adf3-73c3e696af7c,ARZB36965991618419,savings,USD,267244.91,frozen,2023-04-12
cb16c3a4-489b-4736-baa8-83d027154431,BHJP17322186240483,savings,USD,472538.28,active,2021-05-22
17f7ff4e-c2df-4b59-82f3-047c9c3d133b,EXWV81221911458313,brokerage,GBP,406554.0,closed,2024-08-22
f1827bd1-3a23-473c-a7fc-771e88bdfcc4,JFZV54491369465573,checking,EUR,295295.6,active,2022-12-24
7fc5fd0e-3b68-4759-aea5-747d3d5dd491,TZZG64092343693844,savings,EUR,376846.04,active,2021-06-25
960037c2-e8de-4e1b-b711-5b4a6eeadc99,HPCO96788892307831,checking,USD,242134.89,active,2022-01-15
b855049d-9a5a-4e43-b822-f7c31332f3b1,ZFMY15870081222148,brokerage,USD,69446.64,active,2023-10-26
1f069a3a-1806-4755-8603-d650f1f8e3f5,LAWM94837854533059,brokerage,EUR,147908.39,closed,2026-02-17
9ff80518-4005-4e14-845a-6f2c741e7d7b,TGTQ55895580336557,brokerage,USD,457043.76,active,2023-05-13
f7a8d536-fc85-4380-9e16-09323fde7538,CODI97863445700472,brokerage,EUR,282369.73,frozen,2023-02-28
d2073526-ec0c-44a2-a931-7e6f91d4644c,MLSO57580081636833,savings,EUR,257954.84,active,2022-08-07
7fc152d9-b696-4951-8b1d-4c03083fb5e3,NEGJ16805214229717,checking,EUR,482785.42,active,2022-12-01
6006e3ab-0ae7-4a24-82a2-19ca3402087d,XHXJ30835494229960,checking,USD,289188.11,active,2021-04-22
97a0237f-bd43-4d69-8883-54ed049d0346,VXDU57834974964038,brokerage,USD,452467.56,active,2022-11-04
bd141ca0-df98-4938-80e7-f22b579ad57f,TYHT24597931413499,checking,GBP,212161.32,active,2026-02-14
b1fd37d1-ce93-4caf-8dd0-f6da2c6011bd,LSNU51277263463965,brokerage,USD,189369.72,closed,2022-02-23
01f44eac-3868-40d8-9977-855a3c874410,QNNV14846082781298,brokerage,EUR,402476.52,frozen,2022-12-30
29b6dd42-6d32-4953-a18c-279dfdc194c0,KIDG34462248377275,brokerage,USD,246888.21,active,2023-02-10
5f3e5695-bf4e-4081-a404-31d7c5c19aa3,VNJM69975974152649,brokerage,GBP,262501.79,closed,2026-03-06
3acbf8b9-e1c5-4fb1-91ab-f0ac7c630349,IXHL94565782046155,checking,USD,352462.02,active,2026-01-24
931e3dc2-cc73-4562-8f75-9065b294cfb6,WTEO86388981809908,brokerage,EUR,255974.36,frozen,2025-01-12
47a2fca5-202f-4cef-8454-c3e4d1546484,VNCY65239778917581,checking,USD,48837.54,frozen,2023-04-27
04c3ed45-6fc4-4b40-97b1-87d0b1b137a8,IQYR91709824171345,brokerage,USD,310278.78,frozen,2022-12-30
0fc2c25f-fcf8-44cf-94c8-d328254f3b97,MYDL37960459490919,checking,GBP,181648.03,frozen,2024-12-27
acf1db65-ca04-4a99-bc08-64d4860cecc2,PAAG02249513099812,brokerage,USD,273486.94,frozen,2025-01-25
dd104612-1ed9-4b41-a106-f4db088ae375,ZPOH81570166711891,checking,USD,135837.23,active,2025-03-26
03f8a3ca-d65c-47c5-94a9-77496325cda9,ZQCY22416903203336,savings,USD,104207.59,frozen,2023-05-14
14c26aab-2535-4b50-bea3-177027c2f5d8,CNMH56878882276299,savings,EUR,177049.71,active,2021-04-13
1166c0f6-4db3-4654-bfea-bebfcfeece1c,JMMB60918766129794,brokerage,EUR,456973.73,frozen,2022-01-17
616a9e58-a2eb-42ed-a539-726546a8fe8d,ANIW05052921630529,savings,USD,423770.35,active,2023-11-06
a91f9d9b-cafb-459b-99be-d70b3523e337,GRLI11139171262449,brokerage,USD,336080.04,closed,2024-01-29
9e3a5dc7-db84-4422-b0d5-a0f256ce46cf,RNUN69529260477561,savings,USD,424563.01,active,2022-03-07
f06732fc-9568-4801-9ea2-9f7611863172,YQXZ92670900244173,brokerage,EUR,360669.65,frozen,2024-12-25
9c6b28ac-a070-485e-891d-7dfa273f662c,QZFL51904388446933,checking,EUR,294804.63,closed,2022-06-21
28c1a583-5084-4d0c-a4ee-bd5717387422,OYUX19581215440990,checking,USD,255673.41,closed,2023-09-14
acbfeb3c-a135-4400-b04e-95c15ca4c292,ZVKK17128221151084,checking,GBP,17789.36,active,2025-06-18
6079897f-e148-4dd6-b09a-7b403aeeaedd,ENOP64704832918498,brokerage,USD,18219.8,frozen,2023-06-18
d0910726-8cb3-4bac-817a-ed7d42f55d75,BNDL60252035805835,brokerage,USD,295948.85,active,2021-07-05
a8854183-7385-4ce8-a7b2-0a7a34fce73b,CRFG14440042497725,brokerage,EUR,494975.26,active,2024-02-01
b0da62ac-a4b2-45f3-b6a3-a33821298ed6,PVPC95808117618396,checking,USD,262949.91,closed,2025-12-08
d94ac5f6-dfb7-4f9e-8f9f-3b5930b21e34,LZZX69433553319285,checking,USD,9950.6,closed,2021-04-12
76038ef1-0160-45c2-b11b-68e7fd928664,TNSE11355265483443,brokerage,USD,168220.21,active,2022-02-25
cb69c8b5-181b-464d-90d8-47796c5c1d39,BIXO37309884786942,savings,USD,45481.57,frozen,2021-08-18
e10a0f72-d1e3-4f16-b903-e44d55ad96da,PAGJ40055673812923,checking,EUR,492025.43,closed,2024-02-28
62d19375-a154-401c-b891-01a63e6f34dc,WSLM41600378394219,checking,USD,407849.25,frozen,2021-09-22
ddcd3710-6591-4fd5-b6c8-b0a17ad1f74e,YPMD92802725713785,savings,USD,418968.97,active,2022-05-06
de104be5-0f81-4730-bc6f-8de8c65b7ba0,SJOT25529020905215,brokerage,USD,139650.57,active,2023-10-07
4d7c27d2-8e0c-4f33-80fe-d1429f91608b,ZXDS14423609648008,checking,EUR,414719.43,active,2024-04-27
875051b2-7b29-402c-9b20-a65219ff6e4a,DREO40452435264410,brokerage,GBP,351397.23,active,2022-05-29
81ffc36e-f8dc-4625-905b-ebd16eb98536,GPZJ04725031254210,savings,GBP,285023.76,closed,2025-11-30
8617569e-8087-4d3f-b953-fa532c96c5ed,KFMS70944625463117,savings,USD,227881.84,active,2022-12-02
00af51b5-c52b-4c8c-9fed-942399392c2c,WXFF31158792464048,savings,USD,176653.94,active,2021-05-01
0fe0c384-3a3d-4447-aaec-7dfedb24c47d,UPAT93635866824843,brokerage,USD,381045.6,active,2025-10-25
65b5f69c-3f00-490b-8916-1a6cf88077e7,WVOE31000066683890,brokerage,GBP,252272.13,closed,2022-07-05
37310ec9-1f3c-4ea5-bdc9-3361abd887f1,KNCR59607721513631,savings,USD,350507.53,closed,2022-04-02
d388d0ee-c358-4d1c-8c4c-df9f66f48b4e,OBKD00495067321259,checking,USD,261541.77,closed,2025-02-06
e3c5f8ee-52eb-465a-9801-f187cf1688de,OGAB64355615398442,brokerage,USD,301887.1,active,2022-01-07
ba7fb4b5-ccbd-4d1f-81fa-08d89d66b178,HGGE76293770071985,savings,USD,345316.07,active,2025-11-27
2c096978-d20f-48fa-a9f6-ed827af1c347,EMFN37702539338671,savings,EUR,248492.53,frozen,2025-08-02
8eca6860-7f6f-4917-971a-fe6c3dee7ed0,FQBJ12429761620792,savings,USD,326878.25,active,2022-03-19
14fc9210-fb37-4317-843e-b9ca60e719f3,WVJK20749788643805,checking,USD,387549.43,active,2025-12-24
35bafa6d-bad8-49ef-8f01-ac865ee03ed1,HAXL03530337597448,checking,GBP,391353.51,active,2024-10-06
02174c5a-42bb-4be4-ba5f-2100a263934a,BAPK15945696442460,savings,USD,302371.43,frozen,2024-10-09
6933674b-4b33-423a-b1a5-a2076ba31ac2,ZLPY95957334944032,savings,GBP,70034.33,active,2023-06-05
52f21722-5377-4340-80e7-fb2cccca0f1c,VXRC46864897688053,savings,USD,159656.99,frozen,2022-01-03
dbcb38cf-5bed-484c-865b-d00bcbebc75a,UYRE94709914290137,brokerage,USD,209329.96,frozen,2021-03-30
bccb9c0b-97c1-4725-966a-248a35d20163,UUVN01200388967815,checking,USD,359080.79,active,2023-01-29
d7e13dac-62f5-48d7-8729-75b708f454e8,OQMF48556114242507,checking,USD,118429.23,active,2023-05-17
0ef2e6dd-6a3f-4145-a612-77b173ef11f5,OJNC43744926268475,checking,USD,111659.6,active,2023-07-19
cb3c03f2-6788-4e97-9ac9-35f1d95e20d8,ADYZ47060610111977,checking,GBP,157256.13,active,2024-07-15
3cfc32ec-bc78-4a97-9da0-82d94f8043ce,KAHZ11805959686520,checking,GBP,466504.93,closed,2022-03-20
24c4fa7d-d2bb-41fd-9a97-a1963dd37678,ESPD57010761998281,brokerage,USD,378889.62,closed,2024-07-11
a9b8d8ef-5046-482e-8b44-6782c4f4ad9a,ZYLP08762124400687,savings,GBP,443013.63,active,2025-04-27
b391534c-f823-487a-ba8a-fe6f4865d0bc,YXNZ78985040697610,savings,EUR,93430.19,active,2022-10-14
4c7c2261-f425-4a6c-943b-d707de97196f,LLBL11354084604338,brokerage,EUR,471035.32,frozen,2024-10-23
b029f261-bc2d-440b-8d26-32a0067897db,YZSH39121013253954,brokerage,EUR,269264.49,active,2024-06-13
7eaf61b3-49fa-40ca-9e47-1fef9dea0de1,HGWP75759985192493,savings,USD,308242.78,active,2022-02-17
387f11ab-e28a-4408-99d9-cb43eac3feea,AIPS22044709253619,checking,GBP,342791.48,frozen,2022-10-15
54240e46-a95f-4d95-a4b2-7d64c5e1c873,ZZSY53744155233791,checking,USD,286558.08,closed,2021-12-29
692809c9-1271-4336-9e8d-3906cc29dd47,OPEZ42185941569542,checking,USD,486990.64,active,2022-02-03
7595511a-1291-4c36-bc0d-5619cce01b40,HPEH85903405754945,checking,USD,193267.21,frozen,2021-10-04
17967679-d4ac-4f84-85ee-0dfbd231e798,HRQX93065468242578,savings,USD,394358.66,closed,2025-06-21
9ed0d2d3-f0f1-47c1-9602-afac852beab8,XFNY55288950432394,brokerage,EUR,269756.92,closed,2024-06-26
b23d92d6-bf23-4090-8eeb-49c18c300e1e,QOSM67294778193103,savings,USD,471803.03,closed,2024-06-05
e1fd2920-eb05-4a17-a943-c7e399fa1fa8,RYZK71716409385770,brokerage,USD,297699.78,active,2023-12-26
211f0e7e-0975-49e0-adbe-c419d5a75aa2,YIRP87813761238783,checking,EUR,220894.99,active,2023-06-09
596e30f2-7213-45c0-8ecc-af5eb9918859,VVQF16707733061828,brokerage,USD,497939.4,active,2022-02-01
206791d0-0470-4878-a635-ae655283f260,RNHF08237101483133,brokerage,USD,387227.11,frozen,2025-07-25
04607856-c29d-4fcf-a451-fd1fdab13662,JAZO84521229452047,brokerage,USD,449967.48,active,2022-06-02
15bb51bf-2c82-49d0-b34a-16261d52c271,GHNI49564365691355,savings,USD,60743.09,active,2024-03-05
3ac995e5-4f65-4a12-b64a-b421e06a3b8f,YZLI62143816637245,savings,GBP,195656.16,active,2023-12-09
5d01c410-19d6-4c9a-af9a-780d3df27fd5,VCXG22283411194952,savings,USD,216612.72,active,2025-08-16
51342a11-d463-4307-a02f-d81f225dd1ff,BKPB54017425640058,savings,EUR,55517.42,closed,2023-07-23
83263385-b320-4b1b-a833-c576fed4e48a,XJBB45982541719526,brokerage,GBP,358487.87,frozen,2025-05-05
4c10e380-da4f-4f54-96f7-af1a7987e266,QXHS38182968265931,brokerage,GBP,487184.5,active,2023-07-24
1f70efbc-b33a-40ad-af11-93a1e904e32d,BTYS22692856931741,brokerage,GBP,179619.79,active,2022-11-07
cfc39966-b767-4b7f-a5c3-0985150a9436,MKHG57553533622909,checking,GBP,133831.08,active,2021-08-27
926fe906-fafd-4356-83db-7dd19778ab4f,SIHA58249387441265,brokerage,USD,375814.92,frozen,2022-12-11
a1020c43-59f3-4b3c-b5e0-92c636aa8286,UONH57205505315434,savings,USD,370566.09,closed,2025-01-27
15e2555b-8e60-42f9-b2f0-039e27f9584d,FUJO71202347229216,checking,USD,318112.87,frozen,2022-08-18
bfa4e014-516f-46c1-8751-d486b60c7f7d,AQIX15830244388592,brokerage,EUR,437547.13,active,2021-11-28
4654efc0-ccca-4521-9c8a-5b975e1f314a,QJNO04042365278278,brokerage,USD,274737.15,active,2023-04-03
95beb5ed-1266-494d-a639-3ef376b8cf54,SVNR17497774460839,checking,USD,399472.62,frozen,2022-12-02
180f8660-92a6-4dc0-94f0-7c7640b75bde,VLNY03609590564735,checking,GBP,115611.22,active,2025-04-30
e0db541e-f51a-4558-ae6d-fac339668864,GDIO60413944714573,savings,USD,191953.92,closed,2022-07-30
e7bc5473-9471-4c9a-a1c2-c1669ea79046,YMQK00183525367813,brokerage,EUR,410880.69,active,2023-01-11
5ae24ebb-aab5-4b6c-a37c-df737b3f7f1a,QNBN96349755441786,brokerage,USD,226639.67,closed,2021-10-26
8d1dae88-425e-4700-8f12-441a9e81016b,OQTR72134195701768,checking,GBP,484910.81,active,2023-12-24
c11bbe74-2b73-4df1-b541-5c9467fcbb0b,QLJQ86157767506016,checking,USD,353225.35,closed,2024-06-08
d9a346be-3a87-4516-adef-5bcd5e7280b5,SUQP76979298367573,brokerage,EUR,74122.83,closed,2025-11-21
809fc3fe-427d-4b1a-8067-27f346d2b307,IJQO38117438065253,brokerage,EUR,69333.86,active,2025-10-02
0e231091-1a6e-4be0-95aa-4abcb839728f,KPSU26996368213907,savings,EUR,133052.65,closed,2026-01-03
db81aca0-6aaa-43c2-b1e1-c54807ffb21f,NLSO34209214942618,checking,USD,13596.96,active,2024-10-08
563d4a2b-c320-4881-af6c-16221bc9e2b1,ORUT61407087625540,brokerage,EUR,358806.49,active,2023-11-18
d9678133-6bf5-4e36-ac5b-bd7236ad1719,ETPK44840622408924,brokerage,EUR,53018.93,closed,2026-03-03
82f3b15e-21ba-429a-948c-941077f170a8,VPIM89438071500084,checking,USD,165742.74,frozen,2022-08-07
dd8de016-e116-453d-aa13-81837fc21c80,PLSZ66852074498261,brokerage,USD,241986.93,active,2024-10-05
b05ae0a3-53a3-4ea7-a0e8-8dd5a9930120,UHAA31349628270348,savings,USD,117813.39,active,2025-07-14
a13ef102-02b4-45da-ab02-45e618f31962,SPIR02940783904880,savings,GBP,262848.17,frozen,2024-07-03
630506ea-f99a-470b-b2ab-16a6c547c991,DGAR37393336635096,checking,EUR,108922.53,closed,2025-11-30
a08ec3ee-aa9f-4eee-9a71-877a854f4f7c,OQJJ31378012949445,brokerage,GBP,450840.46,active,2021-10-26
048c11bf-2762-4c1b-afc5-24e9d1404274,TGFY50534209612549,savings,USD,480269.13,frozen,2024-07-31
5027df6b-3dc6-4649-852b-228d3a691dc6,HNTP82597050500637,checking,USD,265752.27,frozen,2021-11-20
e0cea007-67d5-47bd-8f10-9bb12cbf3e6f,XSSW73665036169297,checking,EUR,45328.52,active,2023-07-03
2f9c73bd-ca6b-44f2-8e37-f6d4b09178d3,UTIZ50918161888857,brokerage,USD,279122.76,active,2025-07-08
1f1e5f49-ebac-4bef-9485-9861381c74c3,XSFC08700291049608,checking,EUR,323590.39,active,2023-03-05
d10a73eb-c447-4e3a-bc50-1917d6d4b969,BWNO20546092503988,brokerage,EUR,337951.1,closed,2022-09-12
dae47be8-6cc3-4a88-97d1-f3f0d1de849b,TKTJ51018769592245,brokerage,USD,411169.0,active,2025-01-06
11a7f109-4302-45cc-80fe-0d56a63239da,RNMV57760854189032,savings,USD,196582.53,closed,2023-12-04
bab09fba-68ac-4dbc-ab7e-fe1af98ddee7,WKJS00678375912330,brokerage,EUR,20651.18,closed,2022-11-28
f214e7f1-9161-470e-8aa5-1058843e9d60,MHMI44119892383084,savings,EUR,405934.07,frozen,2021-05-11
3f1c1cdc-91cb-44bc-894c-1c19347e2e10,WTMT22392741618461,checking,USD,9099.02,frozen,2023-01-18
f3c35193-6b6b-436c-8e46-e659f3b4cf72,YJUO52335048781346,brokerage,USD,198446.17,active,2023-12-19
f4da0ecc-d2c9-4643-bb43-b5c2b3abd3c0,JLFS56239228578055,brokerage,USD,246630.77,frozen,2025-02-08
646ff4cf-b296-492a-ae62-5646569de305,DHXC14882664971010,savings,GBP,340214.76,active,2022-08-13
0fb0fe96-7386-447a-b4b9-d8b8682dada0,EUQM99543211361046,checking,USD,230959.83,active,2025-08-22
a5ba01a5-121a-428f-acd0-670a8ac8f9b9,JKOQ36001455600563,savings,USD,355948.43,frozen,2021-10-24
8ccce633-f9d6-4ecc-b5a9-3dcab9682ab0,HIMT05951801384625,savings,USD,411473.97,active,2023-10-16
e8d4f0ed-dbd3-457a-8b9a-8d86d1d26367,DYNE08583108594577,savings,USD,72733.7,active,2023-06-07
67419265-7472-48c5-95d9-a554f6ec37d5,PFSD42735582686983,brokerage,EUR,431697.53,active,2024-06-08
0f0c2b39-4d8c-4651-ae04-7fb50f38d895,GYDH94416103639329,savings,USD,432889.63,active,2021-05-04
d610445f-2323-461b-aab0-97293742c3c0,HQPM43513016370642,savings,EUR,385063.56,frozen,2026-01-08
c7d7ab29-bcfb-4e5b-925b-5780d4f9fcad,KYLP97056085773986,checking,USD,477037.1,frozen,2021-12-31
ff455da4-39f3-482c-b914-8bf50117463d,OGKG25506891027996,brokerage,USD,134603.61,active,2025-10-05
67aae314-8679-4683-928e-28e59e236922,BCEU95485902299342,checking,EUR,28387.31,active,2021-08-29
1c11417b-546a-49ea-b014-99b47555c950,HQMJ21989804533624,checking,USD,148697.74,active,2021-11-02
891cc907-65d5-4889-a046-075de829a0d3,RDAM27173013888703,savings,GBP,330855.19,frozen,2021-05-22
f50d09b3-9dec-49c1-a792-1a446596ff56,IQGC82496722966930,savings,EUR,280674.64,active,2022-03-11
df05bc69-003c-40ac-b1b4-4e652649c066,PQPV98818985816249,checking,EUR,50641.22,closed,2022-02-23
985b1b9f-d212-48e9-b890-793bb85a199d,CQYI98922703270617,brokerage,USD,117075.15,closed,2023-09-10
